v,vw,o,c,h,l,t,n,timestamp
41933.0,185.943,185.935,185.95,185.96,185.915,1705086420000,537,2024-01-12 19:07:00+00:00
32889.0,185.9552,185.95,185.96,185.965,185.945,1705086480000,493,2024-01-12 19:08:00+00:00
132870.0,185.9738,185.955,185.9802,186.0,185.95,1705086540000,1204,2024-01-12 19:09:00+00:00
52273.0,185.9634,185.99,185.966,185.99,185.94,1705086600000,568,2024-01-12 19:10:00+00:00
91103.0,185.9863,185.9608,185.985,185.995,185.9608,1705086660000,555,2024-01-12 19:11:00+00:00
70286.0,185.989,185.9899,186.0,186.0,185.96,1705086720000,635,2024-01-12 19:12:00+00:00
63841.0,185.9977,186.0,185.995,186.02,185.97,1705086780000,864,2024-01-12 19:13:00+00:00
32755.0,185.978,186.0,185.965,186.01,185.95,1705086840000,540,2024-01-12 19:14:00+00:00
28066.0,185.9756,185.96,185.96,185.99,185.96,1705086900000,487,2024-01-12 19:15:00+00:00
29215.0,185.9816,185.96,186.005,186.02,185.94,1705086960000,603,2024-01-12 19:16:00+00:00
47398.0,186.0332,186.01,186.006,186.0669,185.9926,1705087020000,635,2024-01-12 19:17:00+00:00
30809.0,185.9794,186.0,185.99,186.02,185.95,1705087080000,459,2024-01-12 19:18:00+00:00
19691.0,185.9654,185.9865,185.963,185.995,185.94,1705087140000,375,2024-01-12 19:19:00+00:00
37731.0,185.9485,185.965,185.9368,185.98,185.92,1705087200000,572,2024-01-12 19:20:00+00:00
44153.0,185.9031,185.94,185.845,185.95,185.84,1705087260000,694,2024-01-12 19:21:00+00:00
198921.0,185.7162,185.845,185.69,185.85,185.63,1705087320000,1967,2024-01-12 19:22:00+00:00
47361.0,185.7143,185.69,185.7502,185.76,185.6837,1705087380000,606,2024-01-12 19:23:00+00:00
35822.0,185.7825,185.755,185.8,185.8184,185.7544,1705087440000,503,2024-01-12 19:24:00+00:00
43866.0,185.7645,185.8,185.78,185.8066,185.72,1705087500000,568,2024-01-12 19:25:00+00:00
32060.0,185.7568,185.77,185.7501,185.79,185.71,1705087560000,506,2024-01-12 19:26:00+00:00
70804.0,185.6993,185.76,185.69,185.765,185.66,1705087620000,901,2024-01-12 19:27:00+00:00
29931.0,185.685,185.7,185.64,185.71,185.64,1705087680000,454,2024-01-12 19:28:00+00:00
41750.0,185.6358,185.65,185.61,185.66,185.6,1705087740000,606,2024-01-12 19:29:00+00:00
62538.0,185.5869,185.6033,185.5793,185.61,185.56,1705087800000,847,2024-01-12 19:30:00+00:00
105820.0,185.5205,185.575,185.475,185.59,185.475,1705087860000,1156,2024-01-12 19:31:00+00:00
71026.0,185.5214,185.49,185.5399,185.5528,185.47,1705087920000,705,2024-01-12 19:32:00+00:00
111017.0,185.4007,185.53,185.42,185.53,185.34,1705087980000,1228,2024-01-12 19:33:00+00:00
70000.0,185.4327,185.39,185.4204,185.48,185.37,1705088040000,747,2024-01-12 19:34:00+00:00
55483.0,185.4352,185.42,185.45,185.475,185.39,1705088100000,541,2024-01-12 19:35:00+00:00
87185.0,185.3869,185.475,185.43,185.475,185.31,1705088160000,1018,2024-01-12 19:36:00+00:00
70330.0,185.422,185.435,185.3901,185.465,185.38,1705088220000,843,2024-01-12 19:37:00+00:00
57403.0,185.3987,185.395,185.41,185.42,185.37,1705088280000,658,2024-01-12 19:38:00+00:00
38231.0,185.3699,185.405,185.38,185.405,185.34,1705088340000,552,2024-01-12 19:39:00+00:00
168606.0,185.3982,185.39,185.38,185.425,185.37,1705088400000,1023,2024-01-12 19:40:00+00:00
47044.0,185.3958,185.39,185.36,185.43,185.35,1705088460000,627,2024-01-12 19:41:00+00:00
51345.0,185.3783,185.3694,185.361,185.4037,185.35,1705088520000,602,2024-01-12 19:42:00+00:00
170399.0,185.3518,185.36,185.3838,185.3838,185.32,1705088580000,1004,2024-01-12 19:43:00+00:00
101239.0,185.3329,185.385,185.305,185.42,185.29,1705088640000,827,2024-01-12 19:44:00+00:00
93826.0,185.3057,185.31,185.33,185.34,185.28,1705088700000,896,2024-01-12 19:45:00+00:00
39584.0,185.3413,185.33,185.391,185.4,185.306,1705088760000,554,2024-01-12 19:46:00+00:00
28461.0,185.3585,185.39,185.35,185.39,185.33,1705088820000,488,2024-01-12 19:47:00+00:00
46821.0,185.3603,185.36,185.389,185.4,185.32,1705088880000,619,2024-01-12 19:48:00+00:00
52363.0,185.385,185.385,185.41,185.4199,185.358,1705088940000,647,2024-01-12 19:49:00+00:00
101889.0,185.4544,185.4001,185.4802,185.5,185.4,1705089000000,904,2024-01-12 19:50:00+00:00
44886.0,185.4542,185.48,185.44,185.48,185.4301,1705089060000,613,2024-01-12 19:51:00+00:00
45558.0,185.48,185.46,185.475,185.51,185.455,1705089120000,568,2024-01-12 19:52:00+00:00
29156.0,185.4702,185.47,185.485,185.4883,185.4526,1705089180000,471,2024-01-12 19:53:00+00:00
44104.0,185.4595,185.485,185.42,185.495,185.41,1705089240000,621,2024-01-12 19:54:00+00:00
86697.0,185.361,185.42,185.33,185.4299,185.32,1705089300000,1040,2024-01-12 19:55:00+00:00
68806.0,185.3846,185.33,185.4,185.42,185.33,1705089360000,747,2024-01-12 19:56:00+00:00
48676.0,185.3695,185.4,185.3134,185.418,185.3061,1705089420000,668,2024-01-12 19:57:00+00:00
60945.0,185.288,185.31,185.28,185.32,185.26,1705089480000,735,2024-01-12 19:58:00+00:00
50912.0,185.2898,185.28,185.315,185.3199,185.26,1705089540000,634,2024-01-12 19:59:00+00:00
43828.0,185.2913,185.31,185.3001,185.32,185.26,1705089600000,637,2024-01-12 20:00:00+00:00
64054.0,185.2617,185.3,185.26,185.305,185.22,1705089660000,858,2024-01-12 20:01:00+00:00
52706.0,185.2835,185.26,185.28,185.31,185.255,1705089720000,755,2024-01-12 20:02:00+00:00
34563.0,185.2791,185.27,185.28,185.31,185.26,1705089780000,508,2024-01-12 20:03:00+00:00
65738.0,185.305,185.27,185.325,185.33,185.27,1705089840000,665,2024-01-12 20:04:00+00:00
36725.0,185.3135,185.32,185.325,185.335,185.29,1705089900000,538,2024-01-12 20:05:00+00:00
53888.0,185.3616,185.33,185.4,185.41,185.31,1705089960000,666,2024-01-12 20:06:00+00:00
81862.0,185.4467,185.4,185.48,185.49,185.39,1705090020000,860,2024-01-12 20:07:00+00:00
42770.0,185.4444,185.49,185.4099,185.49,185.39,1705090080000,627,2024-01-12 20:08:00+00:00
34159.0,185.3886,185.405,185.38,185.4199,185.36,1705090140000,561,2024-01-12 20:09:00+00:00
40655.0,185.3551,185.38,185.3797,185.395,185.33,1705090200000,628,2024-01-12 20:10:00+00:00
48461.0,185.4232,185.375,185.455,185.46,185.375,1705090260000,640,2024-01-12 20:11:00+00:00
57740.0,185.4618,185.46,185.48,185.49,185.43,1705090320000,704,2024-01-12 20:12:00+00:00
39501.0,185.4699,185.4718,185.4709,185.4999,185.45,1705090380000,543,2024-01-12 20:13:00+00:00
44236.0,185.4698,185.475,185.48,185.5,185.45,1705090440000,617,2024-01-12 20:14:00+00:00
47977.0,185.4531,185.47,185.46,185.47,185.44,1705090500000,712,2024-01-12 20:15:00+00:00
50719.0,185.4846,185.46,185.48,185.5,185.46,1705090560000,623,2024-01-12 20:16:00+00:00
47440.0,185.4506,185.49,185.455,185.495,185.4232,1705090620000,645,2024-01-12 20:17:00+00:00
59599.0,185.3959,185.45,185.425,185.4569,185.36,1705090680000,842,2024-01-12 20:18:00+00:00
63519.0,185.4471,185.4281,185.415,185.48,185.41,1705090740000,685,2024-01-12 20:19:00+00:00
46754.0,185.444,185.41,185.45,185.47,185.41,1705090800000,683,2024-01-12 20:20:00+00:00
42041.0,185.4288,185.45,185.425,185.46,185.4,1705090860000,690,2024-01-12 20:21:00+00:00
90435.0,185.4038,185.43,185.3677,185.45,185.35,1705090920000,972,2024-01-12 20:22:00+00:00
41169.0,185.3773,185.37,185.37,185.41,185.35,1705090980000,635,2024-01-12 20:23:00+00:00
55159.0,185.4221,185.365,185.45,185.45,185.35,1705091040000,766,2024-01-12 20:24:00+00:00
87724.0,185.4885,185.4499,185.5049,185.5299,185.444,1705091100000,967,2024-01-12 20:25:00+00:00
63731.0,185.5221,185.505,185.515,185.54,185.5,1705091160000,777,2024-01-12 20:26:00+00:00
84348.0,185.4836,185.51,185.52,185.52,185.45,1705091220000,1049,2024-01-12 20:27:00+00:00
88692.0,185.5283,185.52,185.54,185.55,185.48,1705091280000,958,2024-01-12 20:28:00+00:00
102850.0,185.5382,185.53,185.515,185.55,185.51,1705091340000,928,2024-01-12 20:29:00+00:00
113308.0,185.5014,185.52,185.52,185.53,185.4659,1705091400000,1342,2024-01-12 20:30:00+00:00
124052.0,185.5378,185.51,185.555,185.56,185.495,1705091460000,989,2024-01-12 20:31:00+00:00
72688.0,185.5513,185.5501,185.52,185.58,185.52,1705091520000,898,2024-01-12 20:32:00+00:00
90254.0,185.5603,185.53,185.565,185.5847,185.52,1705091580000,1111,2024-01-12 20:33:00+00:00
100115.0,185.6137,185.57,185.665,185.665,185.56,1705091640000,1046,2024-01-12 20:34:00+00:00
70376.0,185.6546,185.67,185.65,185.68,185.62,1705091700000,860,2024-01-12 20:35:00+00:00
61581.0,185.6402,185.66,185.6,185.675,185.6,1705091760000,767,2024-01-12 20:36:00+00:00
62776.0,185.5998,185.59,185.64,185.64,185.57,1705091820000,830,2024-01-12 20:37:00+00:00
105856.0,185.6423,185.64,185.6366,185.65,185.6,1705091880000,920,2024-01-12 20:38:00+00:00
55898.0,185.6256,185.635,185.6,185.65,185.5901,1705091940000,756,2024-01-12 20:39:00+00:00
79715.0,185.5498,185.6,185.545,185.61,185.51,1705092000000,1011,2024-01-12 20:40:00+00:00
72760.0,185.5839,185.55,185.62,185.64,185.535,1705092060000,834,2024-01-12 20:41:00+00:00
203724.0,185.6228,185.63,185.6977,185.7,185.63,1705092120000,914,2024-01-12 20:42:00+00:00
60979.0,185.6761,185.6901,185.67,185.7,185.65,1705092180000,843,2024-01-12 20:43:00+00:00
175642.0,185.6894,185.68,185.68,185.71,185.64,1705092240000,892,2024-01-12 20:44:00+00:00
60057.0,185.6676,185.68,185.665,185.6973,185.65,1705092300000,862,2024-01-12 20:45:00+00:00
75361.0,185.683,185.66,185.695,185.7099,185.64,1705092360000,896,2024-01-12 20:46:00+00:00
108101.0,185.6982,185.7,185.67,185.73,185.66,1705092420000,1010,2024-01-12 20:47:00+00:00
110422.0,185.6121,185.66,185.595,185.6608,185.565,1705092480000,1269,2024-01-12 20:48:00+00:00
116863.0,185.6147,185.6,185.66,185.66,185.57,1705092540000,1190,2024-01-12 20:49:00+00:00
145209.0,185.6629,185.66,185.62,185.72,185.58,1705092600000,1773,2024-01-12 20:50:00+00:00
102734.0,185.6653,185.62,185.69,185.7,185.61,1705092660000,1300,2024-01-12 20:51:00+00:00
90429.0,185.7,185.6809,185.725,185.74,185.67,1705092720000,1058,2024-01-12 20:52:00+00:00
143344.0,185.756,185.7223,185.755,185.795,185.715,1705092780000,1402,2024-01-12 20:53:00+00:00
311792.0,185.8014,185.75,185.851,185.94,185.745,1705092840000,2714,2024-01-12 20:54:00+00:00
262739.0,185.8882,185.85,185.89,185.93,185.815,1705092900000,2767,2024-01-12 20:55:00+00:00
167627.0,185.8527,185.89,185.86,185.9,185.815,1705092960000,1888,2024-01-12 20:56:00+00:00
364852.0,185.8546,185.86,185.885,185.92,185.79,1705093020000,3189,2024-01-12 20:57:00+00:00
334366.0,185.929,185.89,185.94,185.955,185.885,1705093080000,2938,2024-01-12 20:58:00+00:00
1021855.0,185.8518,185.95,185.92,185.98,185.72,1705093140000,6931,2024-01-12 20:59:00+00:00
801747.0,185.9152,185.92,185.88,185.92,185.8,1705093200000,220,2024-01-12 21:00:00+00:00
18345.0,185.855,185.83,185.82,185.92,185.8,1705093260000,262,2024-01-12 21:01:00+00:00
13423.0,185.8779,185.86,185.86,185.91,185.83,1705093320000,106,2024-01-12 21:02:00+00:00
14760.0,185.8942,185.85,185.86,185.99,185.83,1705093380000,93,2024-01-12 21:03:00+00:00
2139.0,185.858,185.86,185.85,185.86,185.85,1705093440000,32,2024-01-12 21:04:00+00:00
34217.0,185.9139,185.92,185.85,185.92,185.85,1705093500000,74,2024-01-12 21:05:00+00:00
5984.0,185.799,185.85,185.77,185.85,185.76,1705093560000,73,2024-01-12 21:06:00+00:00
1811.0,185.7995,185.8,185.81,185.82,185.8,1705093620000,25,2024-01-12 21:07:00+00:00
481.0,185.7668,185.78,185.7369,185.78,185.7369,1705093680000,18,2024-01-12 21:08:00+00:00
460.0,185.7979,185.81,185.82,185.82,185.81,1705093740000,31,2024-01-12 21:09:00+00:00
456.0,185.8003,185.8,185.8,185.8,185.8,1705093800000,22,2024-01-12 21:10:00+00:00
1736.0,185.8213,185.81,185.84,185.84,185.81,1705093860000,32,2024-01-12 21:11:00+00:00
5780.0,185.8647,185.84,185.92,185.92,185.82,1705093920000,36,2024-01-12 21:12:00+00:00
221.0,185.8265,185.83,185.83,185.83,185.83,1705093980000,18,2024-01-12 21:13:00+00:00
1346.0,185.8321,185.85,185.8,185.85,185.8,1705094040000,34,2024-01-12 21:14:00+00:00
1522.0,185.82,185.83,185.79,185.84,185.79,1705094100000,37,2024-01-12 21:15:00+00:00
598.0,185.8234,185.82,185.84,185.84,185.82,1705094160000,20,2024-01-12 21:16:00+00:00
1775.0,185.8091,185.8,185.8,185.82,185.8,1705094220000,29,2024-01-12 21:17:00+00:00
532.0,185.8119,185.8,185.82,185.82,185.8,1705094280000,15,2024-01-12 21:18:00+00:00
215.0,185.8002,185.8,185.8,185.8,185.8,1705094340000,22,2024-01-12 21:19:00+00:00
76259.0,185.9172,185.92,185.84,185.92,185.82,1705094400000,38,2024-01-12 21:20:00+00:00
9190.0,185.8395,185.84,185.82,185.84,185.82,1705094460000,26,2024-01-12 21:21:00+00:00
1114.0,185.8381,185.85,185.83,185.85,185.83,1705094520000,22,2024-01-12 21:22:00+00:00
484.0,185.8399,185.83,185.85,185.85,185.83,1705094580000,12,2024-01-12 21:23:00+00:00
1312.0,185.8731,185.86,185.86,185.88,185.86,1705094700000,28,2024-01-12 21:25:00+00:00
769.0,185.8694,185.87,185.88,185.88,185.87,1705094760000,20,2024-01-12 21:26:00+00:00
282.0,185.8671,185.87,185.87,185.87,185.87,1705094820000,14,2024-01-12 21:27:00+00:00
11793.0,185.908,185.8501,185.92,185.92,185.8501,1705094940000,27,2024-01-12 21:29:00+00:00
218.0,185.8616,185.86,185.86,185.86,185.86,1705095000000,11,2024-01-12 21:30:00+00:00
264.0,185.8596,185.86,185.86,185.86,185.86,1705095060000,19,2024-01-12 21:31:00+00:00
1169.0,185.8502,185.8513,185.85,185.8513,185.85,1705095120000,17,2024-01-12 21:32:00+00:00
287.0,185.8307,185.83,185.83,185.83,185.83,1705095240000,23,2024-01-12 21:34:00+00:00
1223.0,185.8055,185.83,185.81,185.83,185.8,1705095300000,21,2024-01-12 21:35:00+00:00
141.0,185.7703,185.77,185.77,185.77,185.77,1705095360000,14,2024-01-12 21:36:00+00:00
3537.0,185.8023,185.81,185.79,185.81,185.79,1705095420000,48,2024-01-12 21:37:00+00:00
445.0,185.7911,185.79,185.79,185.79,185.79,1705095660000,25,2024-01-12 21:41:00+00:00
236.0,185.794,185.79,185.79,185.79,185.79,1705095780000,26,2024-01-12 21:43:00+00:00
784.0,185.7899,185.79,185.79,185.79,185.79,1705095900000,25,2024-01-12 21:45:00+00:00
5887.0,185.7652,185.76,185.77,185.79,185.75,1705095960000,53,2024-01-12 21:46:00+00:00
774.0,185.7793,185.79,185.7709,185.79,185.77,1705096080000,18,2024-01-12 21:48:00+00:00
10148.0,185.9181,185.92,185.92,185.92,185.92,1705096260000,19,2024-01-12 21:51:00+00:00
560.0,185.773,185.7799,185.7799,185.7799,185.7799,1705096320000,13,2024-01-12 21:52:00+00:00
827.0,185.777,185.77,185.79,185.79,185.76,1705096500000,23,2024-01-12 21:55:00+00:00
2286.0,185.8236,185.8,185.87,185.87,185.8,1705096620000,65,2024-01-12 21:57:00+00:00
344.0,185.8425,185.85,185.85,185.85,185.85,1705096740000,14,2024-01-12 21:59:00+00:00
2356.0,185.8301,185.82,185.81,185.85,185.81,1705096800000,28,2024-01-12 22:00:00+00:00
2706.0,185.8397,185.84,185.8402,185.85,185.81,1705096860000,24,2024-01-12 22:01:00+00:00
1477.0,185.8433,185.85,185.81,185.85,185.81,1705096920000,21,2024-01-12 22:02:00+00:00
150.0,185.8371,185.84,185.84,185.84,185.84,1705097040000,15,2024-01-12 22:04:00+00:00
581.0,185.8019,185.8,185.8,185.8,185.8,1705097220000,18,2024-01-12 22:07:00+00:00
542.0,185.8001,185.8,185.8,185.8,185.8,1705097280000,24,2024-01-12 22:08:00+00:00
4003.0,185.8404,185.85,185.81,185.88,185.8,1705097400000,73,2024-01-12 22:10:00+00:00
2689.0,185.8832,185.85,185.89,185.9,185.85,1705097460000,35,2024-01-12 22:11:00+00:00
284.0,185.8669,185.86,185.86,185.86,185.86,1705097520000,20,2024-01-12 22:12:00+00:00
3802.0,185.8653,185.87,185.82,185.91,185.82,1705097580000,55,2024-01-12 22:13:00+00:00
855.0,185.8639,185.88,185.84,185.88,185.84,1705097640000,17,2024-01-12 22:14:00+00:00
367.0,185.8396,185.84,185.84,185.84,185.84,1705097820000,11,2024-01-12 22:17:00+00:00
442.0,185.8518,185.85,185.85,185.85,185.85,1705097880000,14,2024-01-12 22:18:00+00:00
324.0,185.8562,185.8592,185.8592,185.8592,185.8592,1705097940000,18,2024-01-12 22:19:00+00:00
178917.0,185.92,185.92,185.92,185.92,185.92,1705098060000,22,2024-01-12 22:21:00+00:00
926.0,185.8374,185.82,185.85,185.85,185.82,1705098240000,40,2024-01-12 22:24:00+00:00
227.0,185.8303,185.84,185.82,185.84,185.82,1705098300000,23,2024-01-12 22:25:00+00:00
282.0,185.8224,185.82,185.82,185.82,185.82,1705098360000,19,2024-01-12 22:26:00+00:00
326.0,185.8559,185.86,185.86,185.86,185.86,1705098420000,17,2024-01-12 22:27:00+00:00
235.0,185.8268,185.83,185.83,185.83,185.83,1705098540000,9,2024-01-12 22:29:00+00:00
258.0,185.7814,185.78,185.78,185.78,185.78,1705098600000,16,2024-01-12 22:30:00+00:00
588.0,185.7736,185.77,185.77,185.77,185.77,1705098660000,15,2024-01-12 22:31:00+00:00
549.0,185.7922,185.81,185.77,185.81,185.77,1705098780000,16,2024-01-12 22:33:00+00:00
315.0,185.7702,185.77,185.77,185.77,185.77,1705098900000,12,2024-01-12 22:35:00+00:00
407.0,185.7744,185.78,185.78,185.78,185.78,1705098960000,16,2024-01-12 22:36:00+00:00
239.0,185.7551,185.75,185.75,185.75,185.75,1705099080000,7,2024-01-12 22:38:00+00:00
133.0,185.7514,185.75,185.75,185.75,185.75,1705099320000,10,2024-01-12 22:42:00+00:00
350.0,185.7657,185.75,185.8,185.8,185.75,1705099380000,17,2024-01-12 22:43:00+00:00
506.0,185.7999,185.8,185.8,185.8,185.8,1705099500000,7,2024-01-12 22:45:00+00:00
166.0,185.792,185.8,185.8,185.8,185.8,1705099560000,10,2024-01-12 22:46:00+00:00
140.0,185.7588,185.76,185.76,185.76,185.76,1705099680000,10,2024-01-12 22:48:00+00:00
609.0,185.7557,185.75,185.75,185.75,185.75,1705099740000,21,2024-01-12 22:49:00+00:00
1670.0,185.7383,185.71,185.75,185.76,185.7,1705099800000,31,2024-01-12 22:50:00+00:00
982.0,185.7114,185.72,185.69,185.72,185.69,1705099920000,24,2024-01-12 22:52:00+00:00
739.0,185.6625,185.65,185.71,185.71,185.64,1705100040000,14,2024-01-12 22:54:00+00:00
1282.0,185.7549,185.73,185.78,185.78,185.73,1705100100000,25,2024-01-12 22:55:00+00:00
120.0,185.7591,185.77,185.77,185.77,185.77,1705100160000,9,2024-01-12 22:56:00+00:00
124.0,185.7473,185.75,185.75,185.75,185.75,1705100280000,13,2024-01-12 22:58:00+00:00
3542.0,185.7942,185.77,185.8,185.8,185.77,1705100340000,34,2024-01-12 22:59:00+00:00
649.0,185.7982,185.8,185.8,185.8,185.8,1705100400000,17,2024-01-12 23:00:00+00:00
510.0,185.7975,185.79,185.8,185.8,185.79,1705100760000,10,2024-01-12 23:06:00+00:00
124.0,185.759,185.76,185.76,185.76,185.76,1705101420000,11,2024-01-12 23:17:00+00:00
237.0,185.7559,185.76,185.76,185.76,185.76,1705101600000,10,2024-01-12 23:20:00+00:00
309.0,185.7272,185.7245,185.7245,185.7245,185.7245,1705102140000,10,2024-01-12 23:29:00+00:00
112.0,185.7303,185.73,185.73,185.73,185.73,1705102200000,8,2024-01-12 23:30:00+00:00
559.0,185.717,185.72,185.72,185.72,185.72,1705102320000,23,2024-01-12 23:32:00+00:00
811.0,185.7,185.7,185.7,185.7,185.7,1705102380000,15,2024-01-12 23:33:00+00:00
182.0,185.7394,185.74,185.74,185.74,185.74,1705102620000,11,2024-01-12 23:37:00+00:00
530.0,185.7008,185.7,185.7,185.7,185.7,1705102740000,19,2024-01-12 23:39:00+00:00
531.0,185.7003,185.7,185.7,185.7,185.7,1705102920000,9,2024-01-12 23:42:00+00:00
159.0,185.7018,185.7,185.7,185.7,185.7,1705103220000,10,2024-01-12 23:47:00+00:00
1307.0,185.6888,185.7,185.69,185.7,185.69,1705103280000,14,2024-01-12 23:48:00+00:00
170.0,185.6642,185.66,185.66,185.66,185.66,1705103400000,9,2024-01-12 23:50:00+00:00
511.0,185.6605,185.66,185.66,185.66,185.66,1705103820000,8,2024-01-12 23:57:00+00:00
561.0,185.6983,185.7,185.7,185.7,185.7,1705104120000,10,2024-01-13 00:02:00+00:00
119.0,185.6805,185.68,185.68,185.68,185.68,1705104180000,10,2024-01-13 00:03:00+00:00
263.0,185.6804,185.68,185.68,185.68,185.68,1705104300000,5,2024-01-13 00:05:00+00:00
1105.0,185.6619,185.65,185.67,185.67,185.65,1705104360000,14,2024-01-13 00:06:00+00:00
643.0,185.6573,185.67,185.65,185.67,185.65,1705104540000,16,2024-01-13 00:09:00+00:00
3056.0,185.67,185.67,185.67,185.67,185.67,1705104720000,8,2024-01-13 00:12:00+00:00
216.0,185.67,185.67,185.67,185.67,185.67,1705104780000,5,2024-01-13 00:13:00+00:00
486.0,185.67,185.67,185.67,185.67,185.67,1705104840000,9,2024-01-13 00:14:00+00:00
4158.0,185.6505,185.65,185.66,185.66,185.65,1705105020000,11,2024-01-13 00:17:00+00:00
346.0,185.67,185.67,185.67,185.67,185.67,1705105080000,6,2024-01-13 00:18:00+00:00
632.0,185.6701,185.67,185.67,185.67,185.67,1705105320000,9,2024-01-13 00:22:00+00:00
480.0,185.6799,185.68,185.68,185.68,185.68,1705105380000,7,2024-01-13 00:23:00+00:00
148.0,185.6508,185.65,185.65,185.65,185.65,1705105500000,8,2024-01-13 00:25:00+00:00
249.0,185.6892,185.69,185.69,185.69,185.69,1705105740000,17,2024-01-13 00:29:00+00:00
228.0,185.6843,185.69,185.69,185.69,185.69,1705105800000,9,2024-01-13 00:30:00+00:00
498.0,185.6826,185.69,185.67,185.69,185.67,1705106160000,8,2024-01-13 00:36:00+00:00
496.0,185.6748,185.67,185.68,185.68,185.67,1705106700000,18,2024-01-13 00:45:00+00:00
118.0,185.6886,185.69,185.69,185.69,185.69,1705106880000,11,2024-01-13 00:48:00+00:00
705.0,185.6857,185.69,185.69,185.69,185.69,1705106940000,14,2024-01-13 00:49:00+00:00
545.0,185.6532,185.65,185.65,185.65,185.65,1705107000000,8,2024-01-13 00:50:00+00:00
343.0,185.6689,185.68,185.66,185.68,185.66,1705107120000,18,2024-01-13 00:52:00+00:00
2798.0,185.6438,185.65,185.64,185.65,185.64,1705107180000,15,2024-01-13 00:53:00+00:00
1209.0,185.6401,185.64,185.64,185.64,185.64,1705107240000,9,2024-01-13 00:54:00+00:00
1275.0,185.6355,185.64,185.64,185.64,185.64,1705107300000,28,2024-01-13 00:55:00+00:00
267.0,185.5964,185.6,185.6,185.6,185.6,1705107360000,10,2024-01-13 00:56:00+00:00
1906.0,185.5979,185.59,185.6,185.6,185.59,1705107420000,19,2024-01-13 00:57:00+00:00
1111.0,185.6696,185.65,185.69,185.69,185.65,1705107480000,13,2024-01-13 00:58:00+00:00
387.0,185.6359,185.63,185.63,185.63,185.63,1705107540000,12,2024-01-13 00:59:00+00:00
6004.0,183.8468,183.53,183.7,184.38,183.53,1705395600000,271,2024-01-16 09:00:00+00:00
3238.0,183.7156,183.7,183.7,183.71,183.7,1705395660000,137,2024-01-16 09:01:00+00:00
4254.0,183.6269,183.7,183.6,183.71,183.59,1705395720000,89,2024-01-16 09:02:00+00:00
1412.0,183.5737,183.54,183.58,183.59,183.54,1705395780000,40,2024-01-16 09:03:00+00:00
2634.0,183.5073,183.5,183.5,183.5,183.5,1705395840000,64,2024-01-16 09:04:00+00:00
853.0,183.3943,183.4,183.4,183.4,183.4,1705395900000,51,2024-01-16 09:05:00+00:00
1155.0,183.434,183.4,183.47,183.47,183.4,1705395960000,49,2024-01-16 09:06:00+00:00
2763.0,183.4054,183.41,183.4,183.41,183.4,1705396020000,96,2024-01-16 09:07:00+00:00
548.0,183.3471,183.35,183.34,183.35,183.34,1705396080000,25,2024-01-16 09:08:00+00:00
1231.0,183.3368,183.34,183.33,183.35,183.33,1705396140000,50,2024-01-16 09:09:00+00:00
857.0,183.2375,183.22,183.25,183.25,183.22,1705396260000,27,2024-01-16 09:11:00+00:00
2795.0,183.2119,183.22,183.19,183.22,183.19,1705396320000,68,2024-01-16 09:12:00+00:00
549.0,183.1926,183.19,183.2,183.2,183.19,1705396440000,22,2024-01-16 09:14:00+00:00
1218.0,183.1997,183.22,183.22,183.22,183.22,1705396500000,27,2024-01-16 09:15:00+00:00
542.0,183.1974,183.2,183.2,183.2,183.2,1705396560000,28,2024-01-16 09:16:00+00:00
1743.0,183.0152,183.01,183.0,183.01,183.0,1705396740000,113,2024-01-16 09:19:00+00:00
3807.0,183.1369,183.1,183.15,183.15,183.1,1705396800000,60,2024-01-16 09:20:00+00:00
2277.0,183.1438,183.15,183.15,183.15,183.15,1705396920000,29,2024-01-16 09:22:00+00:00
725.0,182.8745,182.9,182.83,182.9,182.83,1705397280000,28,2024-01-16 09:28:00+00:00
638.0,182.8588,182.86,182.87,182.87,182.86,1705397340000,18,2024-01-16 09:29:00+00:00
1174.0,182.8699,182.87,182.87,182.87,182.87,1705397400000,53,2024-01-16 09:30:00+00:00
807.0,182.9121,182.9,182.9,182.9,182.9,1705397520000,29,2024-01-16 09:32:00+00:00
2848.0,182.951,182.92,182.92,182.92,182.92,1705397580000,71,2024-01-16 09:33:00+00:00
738.0,183.0605,183.06,183.06,183.06,183.06,1705397640000,16,2024-01-16 09:34:00+00:00
624.0,183.0154,183.0,183.0,183.0,183.0,1705397700000,34,2024-01-16 09:35:00+00:00
741.0,182.9575,182.96,182.95,182.96,182.95,1705397760000,29,2024-01-16 09:36:00+00:00
3122.0,182.939,182.9,182.95,182.95,182.9,1705397820000,54,2024-01-16 09:37:00+00:00
477.0,182.9625,182.95,182.95,182.95,182.95,1705397880000,22,2024-01-16 09:38:00+00:00
4925.0,183.0589,182.98,183.1,183.1,182.95,1705398000000,77,2024-01-16 09:40:00+00:00
3472.0,183.068,183.1,183.0,183.11,183.0,1705398060000,41,2024-01-16 09:41:00+00:00
2618.0,182.9937,183.0,182.98,183.0,182.98,1705398120000,26,2024-01-16 09:42:00+00:00
2525.0,182.9557,182.95,182.95,182.98,182.95,1705398180000,48,2024-01-16 09:43:00+00:00
2545.0,182.934,182.95,182.9,182.95,182.9,1705398240000,52,2024-01-16 09:44:00+00:00
890.0,182.9015,182.88,182.9,182.9,182.88,1705398300000,31,2024-01-16 09:45:00+00:00
